"Daniel", "Pereira", "DanielCorreiaPereira@dayrep.com", "4/10/1998", "M", "B+", "Rua Marquês de Maricá 1260", "São Paulo", "SP", "04252-000","38917126421", "323"
"Victor", "Rodrigues", "VictorPintoRodrigues@einrot.com", "7/7/1940", "M", "A+", "Rua Domingos Padovan 1930", "Ribeirão Preto", "SP", "14092-040","61978260385", "91"
"Lucas", "Melo", "LucasRochaMelo@rhyta.com", "12/27/1989", "M", "AB+", "Rua Maria da Conceição Maia 373", "São José dos Campos", "SP", "12221-650","90524587230", "45"
"Júlia", "Fernandes", "JuliaCavalcantiFernandes@superrito.com", "4/21/1981", "F", "A+", "Rua Carolina 360", "Betim", "MG", "32660-080","98193641752", "231"
"Carolina", "Azevedo", "CarolinaLimaAzevedo@fleckens.hu", "6/30/1943", "F", "B+", "Rua das Margaridas 1669", "Pato Branco", "PR", "85507-600","59981847186", "45"
"Joao", "Sousa", "JoaoCunhaSousa@teleworm.us", "5/3/1999", "M", "A+", "Rua Cristiano Olsen 1867", "Araçatuba", "SP", "16015-515","14971743251", "98"
"Joao", "Silva", "JoaoMartinsSilva@jourrapide.com", "11/12/1990", "M", "AB+", "Rua Tomás Carneiro 789", "São Paulo", "SP", "02919-020","88620278690", "389"
"Rodrigo", "Cunha", "RodrigoCostaCunha@teleworm.us", "11/8/1967", "M", "O+", "Avenida Francisco Lacerda de Aguiar 1568", "Vila Velha", "ES", "29126-140","40159068967", "389"
"Luiz", "Barros", "LuizCavalcantiBarros@armyspy.com", "6/26/1983", "M", "O+", "Rua Farol Paulistano 1744", "São Paulo", "SP", "03192-060","04828851305", "98"
"Emily", "Gomes", "EmilyAraujoGomes@cuvox.de", "4/22/1939", "F", "O+", "Rua T 255", "Formosa", "GO", "73808-268","01770161244", "122"
"Luan", "Barbosa", "LuanCarvalhoBarbosa@gustr.com", "5/13/1980", "M", "B+", "Travessa Coronel José Ferreira 556", "Uberaba", "MG", "38010-320","74238797973", "895"
"Thiago", "Castro", "ThiagoAraujoCastro@teleworm.us", "1/1/1995", "M", "O+", "Rua Mato Grosso 925", "Guarulhos", "SP", "07044-030","19301681285", "91"
"Rebeca", "Sousa", "RebecaBarbosaSousa@teleworm.us", "1/7/1997", "F", "O+", "Rua Helvídio Ferraz 673", "Teresina", "PI", "64048-340","27901582820", "98"
"Lavinia", "Barros", "LaviniaRibeiroBarros@armyspy.com", "1/21/1986", "F", "A+", "Travessa das Palmeiras 1976", "Araçatuba", "SPF", "16056-080","01490866108", "986"
"Luiza", "Costa", "LuizaSouzaCosta@gustr.com", "8/23/1990", "F", "B+", "Rua Bartolomeu Marques 486", "Recife", "PE", "52490-060","41867446375", "45"
"Ágatha", "Carvalho", "AgathaSilvaCarvalho@armyspy.com", "7/8/1986", "F", "A+", "Largo Quatro 1642", "Diadema", "SP", "09980-450","61980081000", "231"
"Nicolash", "Cunha", "NicolashPereiraCunha@armyspy.com", "9/3/1994", "M", "B+", "Rua Jean Gabriel Villin 131", "São Paulo", "SP", "04429-210","06612506792", "98"
"André", "Goncalves", "AndreCorreiaGoncalves@armyspy.com", "5/12/1964", "M", "O+", "Rua Doutor Moacir Veloso 1774", "Vila Velha", "ES", "29122-610","42438569310", "323"
"Júlio", "Gomes", "JulioMeloGomes@teleworm.us", "11/23/1995", "M", "B+", "Rua B 1803", "Cachoeiro de Itapemirim", "ES", "29314-805","36167750351", "956"
"Sophia", "Melo", "SophiaAraujoMelo@cuvox.de", "1/1/1952", "F", "O+", "Avenida Muniz Falcão 780", "Palmeira dos Índios", "AL", "57602-490","95815574155", "91"
"Julia", "Alves", "JuliaFerreiraAlves@gustr.com", "1/18/1956", "F", "O+", "Rua das Flores 1659", "Votuporanga", "SP", "15501-291","29440225680", "122"
"Vinicius", "Goncalves", "ViniciusCardosoGoncalves@superrito.com", "8/5/2002", "M", "O+", "Rua Lorena 1697", "Itaquaquecetuba", "SP", "08577-790","26100909430", "231"
"Guilherme", "Sousa", "GuilhermeAlvesSousa@rhyta.com", "12/19/1943", "M", "A+", "Avenida M 33 1528", "Rio Claro", "SP", "13505-421","99272551951", "145"
"Rafael", "Santos", "RafaelMartinsSantos@armyspy.com", "4/5/1961", "M", "O+", "Rua Doutor Manoel Borba 1962", "Carpina", "PE", "55813-240","88652586837", "122"
"Manuela", "Goncalves", "ManuelaCunhaGoncalves@fleckens.hu", "1/2/1949", "F", "A+", "Rua Ângelo Fortunatto Dalle Molle 995", "Caxias do Sul", "RS", "95086-390","34366077205", "91"
"Tiago", "Ribeiro", "TiagoCorreiaRibeiro@cuvox.de", "10/28/1952", "M", "B+", "Rua São Luís 204", "Queimados", "RJ", "26363-360","94841345302", "91"
"Eduarda", "Ribeiro", "EduardaCarvalhoRibeiro@teleworm.us", "12/29/1937", "F", "O+", "Rua Maurício Pratés Campos 1791", "Campos dos Goytacazes", "RJ", "28021-290","10415079683", "145"
"Thiago", "Silva", "ThiagoCavalcantiSilva@superrito.com", "12/17/1942", "M", "O+", "Rua J 163", "Caratinga", "MG", "35304-063","82552759246", "986"
"Fábio", "Almeida", "FabioSousaAlmeida@teleworm.us", "2/1/1970", "M", "B+", "Rua Coronel José de Souza Braga 170", "Betim", "MG", "32632-320","17200927961", "112"
"Marcos", "Cunha", "MarcosSantosCunha@einrot.com", "11/5/1955", "M", "B+", "Rua da Juventude 1063", "Teixeira de Freitas", "BA", "45996-143","66537833914", "98"
"Nicole", "Araujo", "NicoleDiasAraujo@teleworm.us", "7/28/1989", "F", "B+", "Rua Natalino José do Nascimento 1809", "Rio de Janeiro", "RJ", "21310-490","48823541956", "145"
"Giovana", "Sousa", "GiovanaAlmeidaSousa@dayrep.com", "10/8/2000", "F", "O+", "Rua Bela Vista 1769", "Salvador", "BA", "41705-180","09735261499", "986"
"Gabrielly", "Santos", "GabriellyCardosoSantos@jourrapide.com", "5/23/1961", "F", "A+", "Travessa José Monteiro da Silva 128", "São Gonçalo", "RJ", "24426-710","29000386772", "231"
"Mateus", "Dias", "MateusCunhaDias@dayrep.com", "11/20/1986", "M", "A+", "Alameda Madri 673", "Barueri", "SP", "06474-300","22482863333", "231"
"Amanda", "Lima", "AmandaPintoLima@dayrep.com", "11/24/1995", "F", "B-", "Rua Santabaia 512", "Fortaleza", "CE", "60720-630","56915610499", "389"
"Eduarda", "Dias", "EduardaRodriguesDias@teleworm.us", "10/1/2000", "F", "O+", "Rua José Militão Soares 42", "Ferraz de Vasconcelos", "SP", "08541-310","95957812072", "389"
"Breno", "Costa", "BrenoSilvaCosta@superrito.com", "9/18/1991", "M", "A+", "Rua Albatroz 321", "Joinville", "SC", "89220-600","51079330178", "389"
"Alex", "Castro", "AlexCavalcantiCastro@rhyta.com", "8/17/1984", "M", "O+", "Rua Professor Homero de Mello Oliveira 1552", "Pindamonhangaba", "SP", "12424-250","84838182139", "45"
"Diogo", "Silva", "DiogoAzevedoSilva@gustr.com", "4/19/1973", "M", "A+", "Rua Padre André Duguet 1257", "São Paulo", "SP", "02375-020","25724048264", "986"
"Mariana", "Rocha", "MarianaSantosRocha@cuvox.de", "10/31/1983", "F", "O+", "Quadra SQN 313 Bloco K 810", "Brasília", "DF", "70766-110","36104041590", "112"
"Nicolash", "Melo", "NicolashSouzaMelo@jourrapide.com", "7/7/1943", "M", "O+", "Rua Primo Bernardello 910", "São Bernardo do Campo", "SP", "09831-470","46724464170", "389"
"Carla", "Sousa", "CarlaMeloSousa@fleckens.hu", "2/11/1993", "F", "O+", "Quadra 1003 Sul Alameda 39 1890", "Palmas", "TO", "77018-442","48880390201", "45"
"Anna", "Lima", "AnnaRibeiroLima@cuvox.de", "1/16/1999", "F", "A+", "Rua do Mar 1683", "Diadema", "SP", "09990-060","90594695503", "98"
"Kauan", "Ferreira", "KauanAraujoFerreira@jourrapide.com", "12/28/1945", "M", "B+", "Rua Alcina Lima Drumond 573", "Belo Horizonte", "MG", "30660-304","30535323522", "986"
"Kauan", "Azevedo", "KauanMartinsAzevedo@cuvox.de", "10/15/1964", "M", "AB+", "Rua Toledo 254", "Rio de Janeiro", "RJ", "23067-460","38009448397", "231"
"Lara", "Ferreira", "LaraDiasFerreira@jourrapide.com", "4/13/1953", "F", "O+", "Rua Honduras 38", "Formosa", "GO", "73803-352","49815973800", "145"
"Lara", "Azevedo", "LaraDiasAzevedo@dayrep.com", "2/26/1999", "F", "O+", "Rua José Mansur 877", "Curitiba", "PR", "82540-310","69589138500", "91"
"Vitor", "Sousa", "VitorCavalcantiSousa@superrito.com", "6/17/1994", "M", "O+", "Rua Ana Palma 308", "Salvador", "BA", "41925-395","45025829569", "98"
"Leonardo", "Santos", "LeonardoCunhaSantos@armyspy.com", "2/27/1974", "M", "B+", "Avenida Senador Vergueiro 1204", "São Bernardo do Campo", "SP", "09605-000","28612553075", "91"
"Murilo", "Melo", "MuriloCarvalhoMelo@teleworm.us", "5/20/1992", "M", "A+", "Rua Paula Crespaldi Valério 968", "Campinas", "SP", "13105-562","23107508756", "986"
"Evelyn", "Fernandes", "EvelynSouzaFernandes@gustr.com", "1/1/1948", "F", "B+", "Rua Angelim 1367", "Manaus", "AM", "69059-590","88906668627", "956"
"Yasmin", "Fernandes", "YasminBarbosaFernandes@dayrep.com", "5/27/1956", "F", "B+", "Rua Emiliana Júlia da Silva 720", "Vila Velha", "ES", "29122-620","69386776626", "323"
"Clara", "Azevedo", "ClaraPereiraAzevedo@teleworm.us", "11/7/1994", "F", "A+", "Rua Lagoa Marapendi 102", "Natal", "RN", "59129-170","00402859367", "112"
"Miguel", "Rocha", "MiguelPintoRocha@einrot.com", "7/21/1994", "M", "O+", "Quadra SHCES Quadra 0303 1300", "Cruzeiro", "DF", "70650-330","26078776606", "345"
"Camila", "Silva", "CamilaFerreiraSilva@fleckens.hu", "2/2/1999", "F", "A+", "Rua Cândida Alembertie 460", "São Paulo", "SP", "02209-120","19230588601", "122"
"Gabriel", "Cavalcanti", "GabrielCastroCavalcanti@fleckens.hu", "9/30/1958", "M", "AB+", "Quadra Quadra 35 Conjunto H 1455", "Paranoá", "DF", "71575-040","99506296405", "45"
"Thiago", "Dias", "ThiagoMeloDias@jourrapide.com", "11/17/1983", "M", "O+", "Rua Inácio Correa Pamplona 1884", "São Paulo", "SP", "08390-190","80250185202", "389"
"Tiago", "Rodrigues", "TiagoAlvesRodrigues@cuvox.de", "11/13/1969", "M", "O+", "Rua Francisco Modena 1704", "Caxias do Sul", "RS", "95059-273","74490367384", "91"
"Maria", "Cardoso", "MariaLimaCardoso@cuvox.de", "12/17/1958", "F", "O+", "Loteamento Elias Silva 412", "Brusque", "SC", "88354-465","26717602996", "122"
"Emily", "Pinto", "EmilySousaPinto@gustr.com", "11/2/1998", "F", "O+", "Rua dos Miosótis 1541", "Londrina", "PR", "86042-040","72883779112", "45"
"Paulo", "Gomes", "PauloMartinsGomes@armyspy.com", "12/18/1961", "M", "A+", "Rua Juiz Fulgêncio Pimenta 583", "Governador Valadares", "MG", "35057-430","90107018675", "122"
"Luana", "Pereira", "LuanaRibeiroPereira@jourrapide.com", "1/28/1936", "F", "O+", "Rua Joaquim Lapas Veiga 1183", "São Paulo", "SP", "05398-011","30231033486", "389"
"Rafaela", "Santos", "RafaelaGomesSantos@dayrep.com", "9/14/1953", "F", "AB+", "Rua 63 1580", "Gurupi", "TO", "77415-480","75782130679", "145"
"Larissa", "Pinto", "LarissaAlmeidaPinto@einrot.com", "9/30/1968", "F", "O+", "Rua Imbé 193", "Atibaia", "SP", "12949-372","24638426603", "112"
"Emilly", "Pinto", "EmillyMeloPinto@rhyta.com", "3/13/2003", "F", "A+", "Rua Oito 91", "Jaú", "SP", "17210-818","72993248570", "122"
"Marisa", "Alves", "MarisaCastroAlves@teleworm.us", "7/26/1934", "F", "O+", "Rua Onze de Fevereiro 997", "Araucária", "PR", "83702-370","61167967968", "956"
"Lavinia", "Ribeiro", "LaviniaMeloRibeiro@jourrapide.com", "8/18/1960", "F", "A+", "Avenida Estados Unidos 400", "Botucatu", "SPF", "18606-590","90174664214", "112"
"Douglas", "Pereira", "DouglasSousaPereira@jourrapide.com", "7/31/1972", "M", "B+", "Avenida Manoel Martins Guerra 1690", "Araçatuba", "SP", "16012-674","51023513200", "389"
"Otávio", "Carvalho", "OtavioMartinsCarvalho@dayrep.com", "10/4/1957", "M", "B+", "Via Antônio Camargo 418", "Goiânia", "GO", "74355-042","83935067437", "956"
"Murilo", "Melo", "MuriloRibeiroMelo@fleckens.hu", "2/23/1991", "M", "O+", "Avenida São José da Santa Mônica 1704", "Salvador", "BA", "40335-745","41250562422", "98"
"Beatriz", "Rocha", "BeatrizBarrosRocha@cuvox.de", "5/29/1965", "F", "A+", "Rua Hermenegildo Figueiredo 1477", "Cuiabá", "MT", "78015-225","15943045058", "122"
"Alice", "Rodrigues", "AliceSantosRodrigues@superrito.com", "12/23/1954", "F", "A+", "Travessa Sabino Siqueira 863", "São Gonçalo", "RJ", "24411-390","41048574083", "895"
"Rebeca", "Correia", "RebecaDiasCorreia@cuvox.de", "9/18/1977", "F", "B+", "Rua Brasileira 989", "Ji-Paraná", "RO", "78963-035","03614130339", "389"
"Gustavo", "Ribeiro", "GustavoAlvesRibeiro@teleworm.us", "5/26/1972", "M", "A-", "Rua Vicente Celestino 479", "Curitiba", "PR", "81330-360","48529556119", "986"
"Luiz", "Rocha", "LuizPereiraRocha@teleworm.us", "7/16/1956", "M", "A+", "Rua Moacir Falaguasta 493", "Franca", "SP", "14407-061","89410645387", "895"
"Victor", "Dias", "VictorAlmeidaDias@einrot.com", "9/21/1938", "M", "O+", "Rua Júlia Gaiga Bernardini 1808", "Poços de Caldas", "MG", "37701-404","57659345281", "231"
"Guilherme", "Correia", "GuilhermeFernandesCorreia@teleworm.us", "2/15/1951", "M", "B+", "Travessa Vitória 1565", "Rio de Janeiro", "RJ", "21932-430","08128148192", "323"
"Vitor", "Araujo", "VitorCorreiaAraujo@einrot.com", "4/23/1956", "M", "A+", "Rua Moreira Cabral 1188", "Pelotas", "RS", "96085-240","91392293278", "323"
"Giovanna", "Sousa", "GiovannaBarbosaSousa@dayrep.com", "4/21/1952", "F", "AB+", "Rua A 1234", "Itu", "SP", "13308-340","32639103539", "895"
"Victor", "Cavalcanti", "VictorCunhaCavalcanti@cuvox.de", "9/27/1996", "M", "A+", "Rua Rolante 1832", "Taboão da Serra", "SP", "06784-210","98787014173", "145"
"Luiza", "Dias", "LuizaFerreiraDias@armyspy.com", "6/11/1985", "F", "O+", "Rua Guapirama 1097", "Jaboatão dos Guararapes", "PE", "54495-150","56047317308", "112"
"Nicolas", "Goncalves", "NicolasRochaGoncalves@einrot.com", "4/13/1960", "M", "A+", "Rua João da Silva 1839", "São Bernardo do Campo", "SP", "09601-020","86337320255", "231"
"Vitór", "Costa", "VitorMeloCosta@einrot.com", "2/13/1950", "M", "A+", "Rua Piraja da Silva 945", "Rio de Janeiro", "RJ", "21535-150","51732818045", "231"
"Matilde", "Pinto", "MatildeCavalcantiPinto@cuvox.de", "6/9/1972", "F", "B+", "Rua Senai 1651", "Apucarana", "PR", "86800-740","08447677273", "231"
"Leila", "Alves", "LeilaCarvalhoAlves@cuvox.de", "3/10/1999", "F", "A+", "Rua Antônio Garbe de Mattos 93", "Bauru", "SP", "17055-185","71824921640", "986"
"Enzo", "Souza", "EnzoAlmeidaSouza@armyspy.com", "7/30/1962", "M", "O+", "Rua Antônio Cipola 1035", "Jaú", "SP", "17205-350","27871695037", "45"
"Gabriela", "Oliveira", "GabrielaCastroOliveira@dayrep.com", "2/14/1939", "F", "O+", "Rua Itapetininga 1435", "Belo Horizonte", "MG", "30626-470","87085068922", "98"
"Luan", "Ferreira", "LuanSantosFerreira@teleworm.us", "7/19/1988", "M", "O+", "Rua dos Carteiros 1466", "Londrina", "PR", "86044-535","78126433280", "122"
"Guilherme", "Martins", "GuilhermeAraujoMartins@einrot.com", "7/2/1975", "M", "A+", "Rua Paulino Pavão 1578", "Passo Fundo", "RS", "99036-485","43841986048", "231"
"Martim", "Fernandes", "MartimBarrosFernandes@superrito.com", "2/2/1986", "M", "A+", "Rua João Francisco Vieira 1706", "Cachoeiro de Itapemirim", "ES", "29302-856","70346314682", "986"
"Luiz", "Souza", "LuizPintoSouza@einrot.com", "11/23/1978", "M", "O+", "Rua B 128", "Catalão", "GO", "75711-200","54774818380", "389"
"Kaua", "Ribeiro", "KauaCavalcantiRibeiro@rhyta.com", "5/12/1970", "M", "A-", "Rua Kansas 1817", "Cotia", "SP", "06704-435","07018797934", "345"
"Fernanda", "Alves", "FernandaRodriguesAlves@jourrapide.com", "4/26/1945", "F", "A+", "Avenida Doutor Octávio Monteiro de Castro Júnior 1746", "Campinas", "SP", "13092-527","47784074158", "895"
"Luana", "Barbosa", "LuanaSousaBarbosa@einrot.com", "12/8/1989", "F", "B+", "Rua Coronel Pinto Novais 366", "São Vicente", "SP", "11320-150","04882717549", "91"
"Gabrielle", "Barbosa", "GabriellePereiraBarbosa@cuvox.de", "7/11/1945", "F", "A+", "Rua Luís Georg 1688", "São Leopoldo", "RS", "93052-200","51870111540", "122"
"Vitoria", "Sousa", "VitoriaDiasSousa@gustr.com", "11/24/1933", "F", "A+", "Rua Fernando Lerma 1588", "São Paulo", "SP", "05846-260","78648975840", "895"
"Leila", "Rocha", "LeilaSilvaRocha@armyspy.com", "10/16/1953", "F", "A+", "Rua Romildo Ferrari Beiruth 117", "Cachoeiro de Itapemirim", "ES", "29301-740","12939591890", "323"
"Diogo", "Oliveira", "DiogoLimaOliveira@cuvox.de", "2/2/1949", "M", "O+", "Rua dos Trabalhadores 1417", "Apucarana", "PR", "86801-510","23323032861", "91"
"Diogo", "Ferreira", "DiogoSousaFerreira@fleckens.hu", "7/20/1978", "M", "B+", "Avenida Diomedes Gentil dos Santos 91", "Araxá", "MG", "38184-350","37847653516", "45"
"Luis", "Azevedo", "LuisCunhaAzevedo@rhyta.com", "3/12/1987", "M", "O+", "Rua Dal Canalle 1314", "Caxias do Sul", "RS", "95080-150","62703963955", "986"
"Sophia", "Cardoso", "SophiaRibeiroCardoso@teleworm.us", "9/14/1950", "F", "O+", "Quadra QR 510 Conjunto 04 1497", "Samambaia", "DF", "72312-604","15286397310", "145"
"Renan", "Lima", "RenanCavalcantiLima@teleworm.us", "7/1/1986", "M", "O-", "Quadra QN 502 Conjunto 20 1428", "Samambaia", "DF", "72310-320","99134064800", "323"
"Carlos", "Araujo", "CarlosRochaAraujo@rhyta.com", "6/30/1997", "M", "A+", "Rua Pedro Ducina 81", "Natal", "RN", "59090-532","01312659467", "122"
"Evelyn", "Lima", "EvelynRodriguesLima@teleworm.us", "2/3/1948", "F", "B+", "Travessa Paraguai 355", "Feira de Santana", "BA", "44055-340","61017597847", "45"
"Laura", "Cavalcanti", "LauraBarrosCavalcanti@cuvox.de", "8/15/1995", "F", "A+", "Rua Doutor Javert Barros 1455", "Belo Horizonte", "MG", "30575-849","09239367934", "91"
"Sophia", "Azevedo", "SophiaCastroAzevedo@superrito.com", "11/8/1965", "F", "AB+", "Travessa Zé Biri 735", "Poços de Caldas", "MG", "37701-232","71563219514", "122"
"Sophia", "Almeida", "SophiaBarrosAlmeida@superrito.com", "9/9/1978", "F", "O-", "Quadra Quadra 2 Conjunto D-01 1977", "Sobradinho", "DF", "73015-401","04998144871", "231"
"Carlos", "Ferreira", "CarlosRodriguesFerreira@gustr.com", "7/7/1993", "M", "A+", "Rua Sem Nome 1688", "Catanduva", "SP", "15812-095","96763237480", "91"
"Yasmin", "Alves", "YasminRodriguesAlves@superrito.com", "12/11/1933", "F", "A-", "Avenida Dois 269", "Cariacica", "ES", "29140-791","73742250752", "145"
"Otávio", "Correia", "OtavioBarbosaCorreia@jourrapide.com", "11/16/1950", "M", "AB+", "Alameda Vicente Matano 1711", "Quatis", "RJ", "27430-390","93248285923", "986"
"Luana", "Alves", "LuanaAraujoAlves@dayrep.com", "10/6/1953", "F", "O+", "Rua Alfredo Schurig 24", "Jacareí", "SP", "12327-005","66636306106", "98"
"Eduarda", "Martins", "EduardaOliveiraMartins@rhyta.com", "12/19/1960", "F", "B+", "Rua Águia 614", "Cariacica", "ES", "29141-173","17692784868", "45"
"Vitor", "Pereira", "VitorSouzaPereira@rhyta.com", "3/23/1959", "M", "A+", "Rua da Fé 248", "Sumaré", "SP", "13173-352","64223989804", "98"
"André", "Alves", "AndreCarvalhoAlves@teleworm.us", "9/29/1979", "M", "O+", "Rua Tejo 1693", "Valinhos", "SP", "13273-283","98930602819", "895"
"Beatriz", "Cunha", "BeatrizDiasCunha@fleckens.hu", "2/10/1975", "F", "B-", "Praça Manuel de Macedo 1583", "Porto Alegre", "RS", "91215-240","84681146854", "895"
"Júlio", "Araujo", "JulioOliveiraAraujo@armyspy.com", "1/29/1947", "M", "A+", "Rua Bom Jesus dos Passos 61", "Caxias", "MA", "65608-360","61559311193", "345"
"Matheus", "Lima", "MatheusSouzaLima@dayrep.com", "1/24/1970", "M", "O+", "Rua Barão de Tefe 1458", "Petrópolis", "RJ", "25620-010","28412228103", "112"
"Fernanda", "Rodrigues", "FernandaRibeiroRodrigues@superrito.com", "11/17/1972", "F", "A+", "Rua Senador Flaquer 1467", "São Paulo", "SP", "04744-030","72060517311", "323"
"Brenda", "Araujo", "BrendaBarrosAraujo@gustr.com", "7/31/1975", "F", "O-", "Rua Tomasina 1647", "São Paulo", "SP", "04384-120","96855980961", "231"
"Marcos", "Gomes", "MarcosDiasGomes@superrito.com", "2/18/1955", "M", "A+", "Rua Quatorze 767", "Timóteo", "MG", "35181-028","23945202302", "345"
"Douglas", "Lima", "DouglasCostaLima@cuvox.de", "5/5/1972", "M", "B+", "Rua 104 1287", "Caucaia", "CE", "61605-640","07531926679", "986"
"Alice", "Araujo", "AliceCorreiaAraujo@cuvox.de", "9/24/1946", "F", "O+", "Rua São Sebastião 1336", "Osasco", "SP", "06298-110","35948816796", "98"
"Miguel", "Almeida", "MiguelAzevedoAlmeida@armyspy.com", "7/10/1934", "M", "B+", "Quadra QNN 21 Conjunto E 1216", "Ceilândia", "DF", "72225-215","01602208409", "956"
"Daniel", "Sousa", "DanielGoncalvesSousa@gustr.com", "2/26/1990", "M", "O+", "Travessa Luís Carlos 1188", "São Gonçalo", "RJ", "24426-510","61549887297", "389"
"Yasmin", "Carvalho", "YasminOliveiraCarvalho@cuvox.de", "6/5/1978", "F", "A+", "Quadra CRS 505 Bloco B 1577", "Brasília", "DF", "70350-520","28941747210", "145"
"Vinícius", "Carvalho", "ViniciusCastroCarvalho@rhyta.com", "10/23/2003", "M", "O+", "Rua Av 1751", "Cabo de Santo Agostinho", "PE", "54515-509","86218711811", "98"
"Ryan", "Santos", "RyanGoncalvesSantos@teleworm.us", "6/21/1941", "M", "O+", "Rua Antônio Lino 1099", "Joinville", "SC", "89235-611","46153020100", "323"
